index,text,level,difficulty,n_sent,n_syll,n_lex,lex_sent,syll_lex,text_c
2202,"""There are riches here, riches that are badly needed by local inhabitants, said Vicente Fernandez Guerrero, secretary-general of Innovation, Industry and Energy for Andalucia.",adv,4.82,1,50,24,24.0,2.0833333333333335,"['rich', 'rich', 'badli', 'need', 'local', 'inhabit', 'said', 'vicent', 'fernandez', 'guerrero', 'secretarygener', 'innov', 'industri', 'energi', 'andalucia']"
2203,"There are riches here, riches that the local inhabitants badly need, said energy spokesman Vicente Fernandez Guerrero.",ele,37.3,1,30,17,17.0,1.7647058823529411,"['rich', 'rich', 'local', 'inhabit', 'badli', 'need', 'said', 'energi', 'spokesman', 'vicent', 'fernandez', 'guerrero']"
2204,"People have been digging metals and ores here since Roman times, after all.",adv,75.2,1,18,13,13.0,1.3846153846153846,"['peopl', 'dig', 'metal', 'ore', 'sinc', 'roman', 'time']"
2205,People have mined metals here since Roman times.,ele,80.28,1,11,8,8.0,1.375,"['peopl', 'mine', 'metal', 'sinc', 'roman', 'time']"
2206,"The best technology in the world will be used here, Fernandez insisted.",adv,59.3,1,19,12,12.0,1.5833333333333333,"['best', 'technolog', 'world', 'use', 'fernandez', 'insist']"
2207,"They will use the best technology in the world here, Fernandez said.",ele,76.22,1,17,12,12.0,1.4166666666666667,"['use', 'best', 'technolog', 'world', 'fernandez', 'said']"
2208,"For his part, Carlos Davila, who works for the Spanish Ornithological Society in Donana, was also alarmed at the proposal.",adv,51.18,1,32,20,20.0,1.6,"['hi', 'part', 'carlo', 'davila', 'work', 'spanish', 'ornitholog', 'societi', 'donana', 'wa', 'also', 'alarm', 'propos']"
2209,"Carlos Davila, who works for the Spanish Ornithological Society in Donana, was also alarmed at the idea.",ele,54.22,1,27,17,17.0,1.588235294117647,"['carlo', 'davila', 'work', 'spanish', 'ornitholog', 'societi', 'donana', 'wa', 'also', 'alarm', 'idea']"
2210,"This is a very, very bad idea indeed, he told me.",adv,102.61,1,12,11,11.0,1.0909090909090908,"['thi', 'veri', 'veri', 'bad', 'idea', 'inde', 'told']"
2211,"This is a very, very bad idea, he said.",ele,113.1,1,9,9,9.0,1.0,"['thi', 'veri', 'veri', 'bad', 'idea', 'said']"
2212,The trouble is that Spain does not have the public resources it possessed 16 years ago.,adv,80.62,1,20,16,16.0,1.25,"['troubl', 'spain', 'doe', 'public', 'resourc', 'possess', 'year', 'ago']"
2213,The trouble is that Spain does not have the public resources it had 16 years ago.,ele,89.08,1,19,16,16.0,1.1875,"['troubl', 'spain', 'doe', 'public', 'resourc', 'year', 'ago']"
2214,"After the disaster, Spain woke up to the fact that it possessed a place of real ecological importance and did a lot to clean it up and protect it, he added.",adv,56.93,1,42,31,31.0,1.3548387096774193,"['disast', 'spain', 'woke', 'fact', 'possess', 'place', 'real', 'ecolog', 'import', 'lot', 'clean', 'protect', 'ad']"
2215,"After the disaster, Spain realized that it had a place of real ecological importance and did a lot to clean it up and protect it, he added.",ele,60.99,1,39,27,27.0,1.4444444444444444,"['disast', 'spain', 'realiz', 'place', 'real', 'ecolog', 'import', 'lot', 'clean', 'protect', 'ad']"
2216,"It shows the power of Star Wars that, although they were disappointing, the prequels still managed to make a lot of money, said Rosser.",adv,64.04,1,33,24,24.0,1.375,"['show', 'power', 'star', 'war', 'although', 'disappoint', 'prequel', 'still', 'manag', 'make', 'lot', 'money', 'said', 'rosser']"
2217,"It shows the power of Star Wars  the prequels were disappointing but they still made a lot of money, said Rosser.",ele,67.08,1,29,21,21.0,1.380952380952381,"['show', 'power', 'star', 'war', 'prequel', 'disappoint', 'still', 'made', 'lot', 'money', 'said', 'rosser']"
2218,"We may not yet be living in an age of  ying cars, as predicted in the 1985  lm Back to the Future II, but the rise of smartphones and other new technologies is creating a reality that is arguably as exciting and almost as far-fetched.",adv,42.72,1,65,45,45.0,1.4444444444444444,"['may', 'yet', 'live', 'age', 'ying', 'car', 'predict', 'lm', 'back', 'futur', 'ii', 'rise', 'smartphon', 'new', 'technolog', 'creat', 'realiti', 'arguabl', 'excit', 'almost', 'farfetch']"
2219,"We do not yet live in an age of  ying cars, as predicted in the 1985  lm Back to the Future II, but smartphones and other new technologies are creating exciting possibilities.",ele,47.46,1,49,32,32.0,1.53125,"['yet', 'live', 'age', 'ying', 'car', 'predict', 'lm', 'back', 'futur', 'ii', 'smartphon', 'new', 'technolog', 'creat', 'excit', 'possibl']"
2220,"Communication between riders and drivers, between different vehicles and between cars and infrastructure is bringing transportation into a new era, according to Allan Clelland, an expert on transportation technology.",adv,8.2,1,59,29,29.0,2.0344827586206895,"['commun', 'rider', 'driver', 'differ', 'vehicl', 'car', 'infrastructur', 'bring', 'transport', 'new', 'era', 'accord', 'allan', 'clelland', 'expert', 'transport', 'technolog']"
2221,"Communication between riders and drivers, between different vehicles and between cars and infrastructure is bringing transportation into a new era.",ele,17.34,1,40,20,20.0,2.0,"['commun', 'rider', 'driver', 'differ', 'vehicl', 'car', 'infrastructur', 'bring', 'transport', 'new', 'era']"
2222,"According to the study, those born in the 1990s are making 4% fewer car trips and travelling 18% fewer miles per year, on average, than members of previous generations did at the same stage in their lives.",adv,50.84,1,52,37,37.0,1.4054054054054055,"['accord', 'studi', 'born', 'make', 'fewer', 'car', 'trip', 'travel', 'fewer', 'mile', 'per', 'year', 'averag', 'member', 'previou', 'gener', 'stage', 'live']"
2223,"According to the study, people born in the 1990s are making 4% fewer car trips and travelling 18% fewer miles per year, on average, than older generations did at the same time in their lives.",ele,52.87,1,49,35,35.0,1.4,"['accord', 'studi', 'peopl', 'born', 'make', 'fewer', 'car', 'trip', 'travel', 'fewer', 'mile', 'per', 'year', 'averag', 'older', 'gener', 'time', 'live']"
2224,Companies are working to develop technology that will enable a vehicle to tell traf c control systems not only that it is present but also where it is going and how fast it is travelling.,adv,44.41,1,53,35,35.0,1.5142857142857142,"['compani', 'work', 'develop', 'technolog', 'enabl', 'vehicl', 'tell', 'traf', 'c', 'control', 'system', 'onli', 'present', 'also', 'go', 'fast', 'travel']"
2225,Companies are developing technology that allows a vehicle to tell traf c control systems not only that it is present but also where it is going and how fast it is travelling.,ele,39.0,1,50,32,32.0,1.5625,"['compani', 'develop', 'technolog', 'allow', 'vehicl', 'tell', 'traf', 'c', 'control', 'system', 'onli', 'present', 'also', 'go', 'fast', 'travel']"
2226,Automation Driverless cars have been in the headlines ever since Google began road testing the vehicles back in 2012 but no-one really knows when driverless cars will become commonplace.,adv,42.04,1,45,29,29.0,1.5517241379310345,"['autom', 'driverless', 'car', 'headlin', 'ever', 'sinc', 'googl', 'began', 'road', 'test', 'vehicl', 'back', 'noon', 'realli', 'know', 'driverless', 'car', 'becom', 'commonplac']"
2227,Automation We have known about driverless cars ever since Google began testing the vehicles in 2012 but no-one really knows when driverless cars will become commonplace.,ele,45.09,1,41,26,26.0,1.5769230769230769,"['autom', 'known', 'driverless', 'car', 'ever', 'sinc', 'googl', 'began', 'test', 'vehicl', 'noon', 'realli', 'know', 'driverless', 'car', 'becom', 'commonplac']"
2228,"To see what driverless cars might look like in action, go to the video at: vimeo.com/37751380.",adv,89.08,1,19,16,16.0,1.1875,"['see', 'driverless', 'car', 'might', 'look', 'like', 'action', 'go', 'video', 'vimeocom']"
2229,"To see what driverless cars might look like on the road, go to the video at: vimeo.com/37751380.",ele,96.52,1,19,17,17.0,1.1176470588235294,"['see', 'driverless', 'car', 'might', 'look', 'like', 'road', 'go', 'video', 'vimeocom']"
2230,"The Mesolithic man, who lived in Spain around 7,000 years ago, had an unusual mix of blue eyes, black or brown hair and dark skin, according to analyses of his genetic make-up.",adv,64.38,1,41,32,32.0,1.28125,"['mesolith', 'man', 'live', 'spain', 'around', 'year', 'ago', 'unusu', 'mix', 'blue', 'eye', 'black', 'brown', 'hair', 'dark', 'skin', 'accord', 'analys', 'hi', 'genet', 'makeup']"
2231,"The Mesolithic man, who lived in Spain about 7,000 years ago, had an unusual mix of blue eyes, black or brown hair and dark skin.",ele,88.4,1,28,25,25.0,1.12,"['mesolith', 'man', 'live', 'spain', 'year', 'ago', 'unusu', 'mix', 'blue', 'eye', 'black', 'brown', 'hair', 'dark', 'skin']"
2232,The Spanish team started their work after a group of cavers stumbled upon two skeletons in a deep and complex cave system high up in the Cantabrian Mountains of northwest Spain in 2006.,adv,63.36,1,44,33,33.0,1.3333333333333333,"['spanish', 'team', 'start', 'work', 'group', 'caver', 'stumbl', 'upon', 'two', 'skeleton', 'deep', 'complex', 'cave', 'system', 'high', 'cantabrian', 'mountain', 'northwest', 'spain']"
2233,The Spanish team started their work after a group of cave explorers found two skeletons in a deep cave high up in the Cantabrian Mountains of northwest Spain in 2006.,ele,66.41,1,39,30,30.0,1.3,"['spanish', 'team', 'start', 'work', 'group', 'cave', 'explor', 'found', 'two', 'skeleton', 'deep', 'cave', 'high', 'cantabrian', 'mountain', 'northwest', 'spain']"
2234,"This guy had to be darker than any modern European, but we dont know how dark, the scientist said.",adv,77.57,1,25,19,19.0,1.3157894736842106,"['thi', 'guy', 'darker', 'ani', 'modern', 'european', 'dont', 'know', 'dark', 'scientist', 'said']"
2235,"This guy was darker than any modern European, but we dont know how dark, the scientist said.",ele,71.14,1,23,17,17.0,1.3529411764705883,"['thi', 'guy', 'wa', 'darker', 'ani', 'modern', 'european', 'dont', 'know', 'dark', 'scientist', 'said']"
2236,You see a lot of reconstructions of these people hunting and gathering and they look like modern Europeans with light skin.,adv,58.62,1,31,21,21.0,1.4761904761904763,"['see', 'lot', 'reconstruct', 'peopl', 'hunt', 'gather', 'look', 'like', 'modern', 'european', 'light', 'skin']"
2237,You see a lot of pictures of these people hunting and gathering and they look like modern Europeans with light skin.,ele,67.08,1,29,21,21.0,1.380952380952381,"['see', 'lot', 'pictur', 'peopl', 'hunt', 'gather', 'look', 'like', 'modern', 'european', 'light', 'skin']"
2238,"You never see a reconstruction of a Mesolithic hunter-gatherer with dark skin and blue eye colour, Lalueza-Fox said.",adv,70.13,1,26,18,18.0,1.4444444444444444,"['never', 'see', 'reconstruct', 'mesolith', 'huntergather', 'dark', 'skin', 'blue', 'eye', 'colour', 'laluezafox', 'said']"
2239,"You never see a picture of a Mesolithic hunter-gatherer with dark skin and blue eyes, Lalueza-Fox said.",ele,71.14,1,23,17,17.0,1.3529411764705883,"['never', 'see', 'pictur', 'mesolith', 'huntergather', 'dark', 'skin', 'blue', 'eye', 'laluezafox', 'said']"
2240,The Spanish team went on to compare the genome of the hunter-gatherer to those of modern Europeans from different regions to see how they might be related.,adv,52.53,1,40,27,27.0,1.4814814814814814,"['spanish', 'team', 'went', 'compar', 'genom', 'huntergather', 'modern', 'european', 'differ', 'region', 'see', 'might', 'relat']"
2241,The Spanish team compared the hunter-gatherer to modern Europeans from different regions to see how they might be related.,ele,43.73,1,32,19,19.0,1.6842105263157894,"['spanish', 'team', 'compar', 'huntergather', 'modern', 'european', 'differ', 'region', 'see', 'might', 'relat']"
2242,"But, in 2013, one of the mothers, who is 33 and unemployed, sued her ex-partner for maintenance for her daughter.",adv,68.1,1,28,20,20.0,1.4,"['one', 'mother', 'unemploy', 'su', 'expartn', 'mainten', 'daughter']"
2243,"In 2013, one of the mothers, who is 33 and unemployed, wanted her ex-partner to pay maintenance for her daughter.",ele,59.64,1,29,20,20.0,1.45,"['one', 'mother', 'unemploy', 'want', 'expartn', 'pay', 'mainten', 'daughter']"
2244,A DNA test was done and it was found it was not his baby and not her baby.,adv,95.51,1,20,18,18.0,1.1111111111111112,"['dna', 'test', 'wa', 'done', 'wa', 'found', 'wa', 'hi', 'babi', 'babi']"
2245,They found that it was not his baby and not her baby.,ele,93.14,1,14,12,12.0,1.1666666666666667,"['found', 'wa', 'hi', 'babi', 'babi']"
2246,Its four years later: you can understand she doesnt want to give up her baby.,adv,81.63,1,20,15,15.0,1.3333333333333333,"['four', 'year', 'later', 'understand', 'doesnt', 'want', 'give', 'babi']"
2247,"She wants the baby back, but its four years later: you can understand that the other mother doesnt want to give up her baby, Strydom said.",ele,70.47,1,35,26,26.0,1.3461538461538463,"['want', 'babi', 'back', 'four', 'year', 'later', 'understand', 'mother', 'doesnt', 'want', 'give', 'babi', 'strydom', 'said']"
2248,"But, whatever happens, someone wont be happy.",adv,55.91,1,12,7,7.0,1.7142857142857142,"['whatev', 'happen', 'someon', 'wont', 'happi']"
2249,"Strydom added: Whatever happens, someone wont be happy.",ele,46.44,1,14,8,8.0,1.75,"['strydom', 'ad', 'whatev', 'happen', 'someon', 'wont', 'happi']"
2250,"Karabo Ngidi, a lawyer with the centre, said Whats going to happen must be in the best interests of the children.",adv,75.54,1,28,21,21.0,1.3333333333333333,"['karabo', 'ngidi', 'lawyer', 'centr', 'said', 'go', 'happen', 'must', 'best', 'interest', 'children']"
2251,"Karabo Ngidi, a lawyer with the centre, said: We must do what is best for the children.",ele,88.06,1,20,17,17.0,1.1764705882352942,"['karabo', 'ngidi', 'lawyer', 'centr', 'said', 'must', 'best', 'children']"
2252,"In 1995, two mothers were awarded damages after their sons, born in 1989, were accidentally switched at the Johannesburg hospital where they were born.",adv,55.58,1,37,24,24.0,1.5416666666666667,"['two', 'mother', 'award', 'damag', 'son', 'born', 'accident', 'switch', 'johannesburg', 'hospit', 'born']"
2253,"In 1995, two mothers were paid damages after their sons, born in 1989, were switched by mistake at the Johannesburg hospital where they were born.             ",ele,20.72,1,47,25,25.0,1.88,"['two', 'mother', 'paid', 'damag', 'son', 'born', 'switch', 'mistak', 'johannesburg', 'hospit', 'born']"
2254,"Tourist numbers are down 80% this year, said Mayor Maria Kakali, in an of ce in the village where she grew up, home to around 200 people.",adv,86.37,1,31,27,27.0,1.1481481481481481,"['tourist', 'number', 'thi', 'year', 'said', 'mayor', 'maria', 'kakali', 'ce', 'villag', 'grew', 'home', 'around', 'peopl']"
